Contaminacion,Empresa
"FLUORUROS,TENNECO AUTOMOTIVE IBERICA"
"FLUORUROS,ESTAMPACIONES METALICAS BIZKAIA, S.A."
"FLUORUROS,ORONA"
"FLUORUROS,GARBIKER A.B. (S.A.)"
"FLUORUROS,SIDENOR INDUSTRIAL"
"FLUORUROS,RECUBRIMIENTOS GASTEIZ"
"CARBONATOS,VASCONTAINER"
"CARBONATOS,HIERROS EGUINO"
"CARBONATOS,ONDULINE MATERIALES DE CONSTRUCCION"
"CARBONATOS,EKONOR"
"CARBONATOS,CESPA CONTEN"
"CARBONATOS,MANCOMUNIDAD DE SASIETA"
"CLORFENVINFOS,GARBIKER A.B. (S.A.)"
"CLORFENVINFOS,GARBIKER A.B. (S.A.)"
"CLORFENVINFOS,GARBIKER A.B. (S.A.)"
"CLORFENVINFOS,BILBAINA DE ALQUITRANES"
"CLORFENVINFOS,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"CLORFENVINFOS,GENERAL QUIMICA"
"CLORFENVINFOS,GARBIKER A.B. (S.A.)"
"CLORFENVINFOS,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"CLORFENVINFOS,BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"CLORFENVINFOS,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"CLORFENVINFOS,GARBIKER A.B. (S.A.)"
"1,2-DICLOROETANO (DCE),DOW CHEMICAL IBERICA"
"1,2-DICLOROETANO (DCE),BILBAINA DE ALQUITRANES"
"1,2-DICLOROETANO (DCE),EVONIK SILQUIMICA"
"1,2-DICLOROETANO (DCE),PIROTECNIA LECEA"
"1,2-DICLOROETANO (DCE),AMURRIO FERROCARRIL Y EQUIPOS"
"1,2-DICLOROETANO (DCE),AYUNTAMIENTO DE VITORIA-GASTEIZ"
"1,2-DICLOROETANO (DCE),MICHELIN ESPAÑA PORTUGAL"
"1,2-DICLOROETANO (DCE),ILARDUYA PRODUCTOS DE FUNDICION, S.L.U."
"1,2-DICLOROETANO (DCE),ARKEMA QUIMICA"
"1,2-DICLOROETANO (DCE),ELECTROQUIMICA DE HERNANI"
"1,2-DICLOROETANO (DCE),BEFESA DESULFURACION"
"1,2-DICLOROETANO (DCE),BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"1,2-DICLOROETANO (DCE),MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"1,2-DICLOROETANO (DCE),ASUA PRODUCTS"
"1,2-DICLOROETANO (DCE),GARBIKER A.B. (S.A.)"
"1,2-DICLOROETANO (DCE),GARBIKER A.B. (S.A.)"
"1,2-DICLOROETANO (DCE),GENERAL QUIMICA"
"1,2-DICLOROETANO (DCE),GARBIKER A.B. (S.A.)"
"1,2-DICLOROETANO (DCE),CONSORCIO DE AGUAS BILBAO BIZKAIA"
"1,2-DICLOROETANO (DCE),MOMENTIVE SPECIALTY CHEMICALS IBERICA"
"1,2-DICLOROETANO (DCE),ONDULINE MATERIALES DE CONSTRUCCION"
"1,2-DICLOROETANO (DCE),GARBIKER A.B. (S.A.)"
"1,2-DICLOROETANO (DCE),MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L."
"1,2-DICLOROETANO (DCE),MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"1,2-DICLOROETANO (DCE),CONSORCIO DE AGUAS BILBAO BIZKAIA"
"1,2-DICLOROETANO (DCE),GARBIKER A.B. (S.A.)"
"DICLOROMETANO (DCM),BILBAINA DE ALQUITRANES"
"DICLOROMETANO (DCM),GENERAL QUIMICA"
"DICLOROMETANO (DCM),CONSORCIO DE AGUAS BILBAO BIZKAIA"
"DICLOROMETANO (DCM),PIROTECNIA LECEA"
"DICLOROMETANO (DCM),AMURRIO FERROCARRIL Y EQUIPOS"
"DICLOROMETANO (DCM),AYUNTAMIENTO DE VITORIA-GASTEIZ"
"DICLOROMETANO (DCM),ARKEMA QUIMICA"
"DICLOROMETANO (DCM),EVONIK SILQUIMICA"
"DICLOROMETANO (DCM),BEFESA DESULFURACION"
"DICLOROMETANO (DCM),GARBIKER A.B. (S.A.)"
"DICLOROMETANO (DCM),GARBIKER A.B. (S.A.)"
"DICLOROMETANO (DCM),IRIZAR"
"DICLOROMETANO (DCM),CONSORCIO DE AGUAS BILBAO BIZKAIA"
"DICLOROMETANO (DCM),ELECTROQUIMICA DE HERNANI"
"DICLOROMETANO (DCM),GARBIKER A.B. (S.A.)"
"DICLOROMETANO (DCM),DOW CHEMICAL IBERICA"
"DICLOROMETANO (DCM),BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"DICLOROMETANO (DCM),MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"DICLOROMETANO (DCM),MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"DICLOROMETANO (DCM),GARBIKER A.B. (S.A.)"
"DICLOROMETANO (DCM),GARBIKER A.B. (S.A.)"
"LINDANO,GARBIKER A.B. (S.A.)"
"LINDANO,GARBIKER A.B. (S.A.)"
"LINDANO,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"LINDANO,BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"LINDANO,SMURFIT KAPPA NERVION, S.A."
"LINDANO,PAPELERA DE AMAROZ"
"LINDANO,SARRIOPAPEL Y CELULOSA"
"LINDANO,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"LINDANO,GARBIKER A.B. (S.A.)"
"LINDANO,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"LINDANO,BILBAINA DE ALQUITRANES"
"LINDANO,GARBIKER A.B. (S.A.)"
"LINDANO,GARBIKER A.B. (S.A.)"
"LINDANO,SARRIOPAPEL Y CELULOSA"
"LINDANO,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"LINDANO,GENERAL QUIMICA"
"LINDANO,CONSORCIO DE AGUAS BILBAO BIZKAIA"
"LINDANO,CONSORCIO DE AGUAS BILBAO BIZKAIA"
"LINDANO,CELULOSAS MOLDEADAS"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,EKONOR"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,FAGOR EDERLAN"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,MONTORRETAS"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,TALLERES DE ESCORIAZA"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,KIME, S.A."
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,ALGODONERA DE SAN ANTONIO INDUSTRIAL"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,FAGOR EDERLAN"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,FAGOR EDERLAN"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,FAGOR EDERLAN"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,GKN DRIVELINE ZUMAIA"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,TUBACEX TUBOS INOXIDABLES"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,ACERIA DE ALAVA,"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,OBE HETTICH"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,VASCONTAINER"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,TALLERES DE ESCORIAZA"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,FUNDICIONES DEL ESTANDA"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,JOSE MARIA UCIN"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,COMPAÑIA DE BEBIDAS PEPSICO"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,BIONOR BERANTEVILLA"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,MICHELIN ESPAÑA PORTUGAL"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,FAGOR ELECTRODOMESTICOS"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,GALVANOTECNIA Y DERIVADOS"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,PAPEL ARALAR"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,AVICOLA ARBARAITZ"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,LARRABE OILOTEGIA SAT Nº 130"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,TUBOS REUNIDOS INDUSTRIAL S.L.U."
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,DEGUISA"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,TENNECO AUTOMOTIVE IBERICA"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,ESTAMPACIONES METALICAS BIZKAIA, S.A."
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,CROMADOS ARRIZABALAGA"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,CANDY HOOVER ELECTRODOMESTICOS"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,FAGOR ELECTRODOMESTICOS"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,MAIER"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,AVICOLA BENIGNO ASPURU S.L."
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,FUNDIAL"
"DETERGENTES. AGENTES TENSOACTIVOS EN GENERAL,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"FLUORANTENO,BEFESA ZINC AMOREBIETA"
"FLUORANTENO,SIDENOR INDUSTRIAL"
"FLUORANTENO,IRIZAR"
"FLUORANTENO,BILBOZINC"
"FLUORANTENO,TENNECO AUTOMOTIVE IBERICA"
"FLUORANTENO,GARBIKER A.B. (S.A.)"
"FLUORANTENO,TUBACEX TUBOS INOXIDABLES"
"FLUORANTENO,MOMENTIVE SPECIALTY CHEMICALS IBERICA"
"FLUORANTENO,PAPELERA DEL ORIA"
"FLUORANTENO,TS FUNDICIONES"
"FLUORANTENO,ACEROS INOXIDABLES OLARRA"
"FLUORANTENO,SARRIOPAPEL Y CELULOSA"
"FLUORANTENO,TUBACEX TUBOS INOXIDABLES"
"FLUORANTENO,CROMADOS AZKOITIA"
"FLUORANTENO,BEFESA DESULFURACION"
"FLUORANTENO,BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"FLUORANTENO,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"FLUORANTENO,ACERIA DE ALAVA,"
"FLUORANTENO,ILARDUYA PRODUCTOS DE FUNDICION, S.L.U."
"FLUORANTENO,EKONOR"
"FLUORANTENO,GENERAL QUIMICA"
"FLUORANTENO,SALICA INDUSTRIA ALIMENTARIA"
"FLUORANTENO,EUSKAL KATAFORESIS"
"FLUORANTENO,BIZKAIA ENERGIA"
"FLUORANTENO,ELECTROQUIMICA DE HERNANI"
"FLUORANTENO,SARRIOPAPEL Y CELULOSA"
"FLUORANTENO,COMPAÑIA DE BEBIDAS PEPSICO"
"FLUORANTENO,ONDULINE MATERIALES DE CONSTRUCCION"
"FLUORANTENO,BEFESA ZINC SONDIKA"
"FLUORANTENO,GARBIKER A.B. (S.A.)"
"FLUORANTENO,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"FLUORANTENO,BILBAINA DE ALQUITRANES"
"FLUORANTENO,SIDENOR INDUSTRIAL"
"FLUORANTENO,INDUSTRIA AUXILIAR ALAVESA"
"FLUORANTENO,FUNDICIONES PALACIO"
"FLUORANTENO,CONSORCIO DE AGUAS BILBAO BIZKAIA"
"FLUORANTENO,CONSORCIO DE AGUAS BILBAO BIZKAIA"
"FLUORANTENO,GARBIKER A.B. (S.A.)"
"FLUORANTENO,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"FLUORANTENO,TALLERES DE ESCORIAZA"
"FLUORANTENO,CORRUGADOS AZPEITIA"
"FLUORANTENO,LAMINADOS LOSAL"
"FLUORANTENO,TS FUNDICIONES"
"FLUORANTENO,SMURFIT KAPPA NERVION, S.A."
"FLUORANTENO,AMPO"
"FLUORANTENO,GARBIKER A.B. (S.A.)"
"FLUORANTENO,TALLERES DE ESCORIAZA"
"FLUORANTENO,ASUA PRODUCTS"
"FLUORANTENO,PAPELERA DE AMAROZ"
"FLUORANTENO,PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A."
"FLUORANTENO,EVONIK SILQUIMICA"
"FLUORANTENO,PRODUCTOS DE FUNDICION"
"FLUORANTENO,GARBIKER A.B. (S.A.)"
"FLUORANTENO,CELULOSAS MOLDEADAS"
"FLUORANTENO,MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L."
"FLUORANTENO,NERVACERO"
"TOLUENO (COMO BTEX),MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"TOLUENO (COMO BTEX),BILBAINA DE ALQUITRANES"
"TOLUENO (COMO BTEX),ONDULINE MATERIALES DE CONSTRUCCION"
"TOLUENO (COMO BTEX),ASUA PRODUCTS"
"TOLUENO (COMO BTEX),MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L."
"TOLUENO (COMO BTEX),AYUNTAMIENTO DE VITORIA-GASTEIZ"
"TOLUENO (COMO BTEX),AIALA VIDRIO"
"TOLUENO (COMO BTEX),CONSORCIO DE AGUAS BILBAO BIZKAIA"
"TOLUENO (COMO BTEX),GARBIKER A.B. (S.A.)"
"TOLUENO (COMO BTEX),PIROTECNIA LECEA"
"TOLUENO (COMO BTEX),GENERAL QUIMICA"
"TOLUENO (COMO BTEX),BEFESA DESULFURACION"
"TOLUENO (COMO BTEX),GARBIKER A.B. (S.A.)"
"TOLUENO (COMO BTEX),GARBIKER A.B. (S.A.)"
"TOLUENO (COMO BTEX),EVONIK SILQUIMICA"
"TOLUENO (COMO BTEX),BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"TOLUENO (COMO BTEX),GARBIKER A.B. (S.A.)"
"TOLUENO (COMO BTEX),CONSORCIO DE AGUAS BILBAO BIZKAIA"
"TOLUENO (COMO BTEX),GARBIKER A.B. (S.A.)"
"TOLUENO (COMO BTEX),BRIDGESTONE HISPANIA"
"TOLUENO (COMO BTEX),ILARDUYA PRODUCTOS DE FUNDICION, S.L.U."
"TOLUENO (COMO BTEX),ELECTROQUIMICA DE HERNANI"
"TOLUENO (COMO BTEX),DOW CHEMICAL IBERICA"
"TOLUENO (COMO BTEX),MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"CLORUROS,LAMINADOS DE ARETXABALETA"
"CLORUROS,IRIZAR"
"CLORUROS,CASTINOX"
"CLORUROS,RECUBRIMIENTOS ELECTROLITICOS CONDUCTORES"
"CLORUROS,GKN DRIVELINE ZUMAIA"
"CLORUROS,TENNECO AUTOMOTIVE IBERICA"
"CLORUROS,BEFESA ZINC ASER"
"CLORUROS,BIZKAIA ENERGIA"
"CLORUROS,MAXAM U.E.B."
"CLORUROS,ARKEMA QUIMICA"
"CLORUROS,MIRVAT"
"CLORUROS,CROMADOS ARRIZABALAGA"
"CLORUROS,CELULOSAS MOLDEADAS"
"CLORUROS,FUNDICIONES SAN ELOY"
"CLORUROS,FUNDICIONES URBINA"
"CLORUROS,MAXAM EUROPE"
"CLORUROS,MOMENTIVE SPECIALTY CHEMICALS IBERICA"
"CLORUROS,ECN CABLE GROUP"
"CLORUROS,SIDENOR INDUSTRIAL"
"CLORUROS,FAES FARMA"
"CLORUROS,BILBAINA DE ALQUITRANES"
"CLORUROS,EKONOR"
"CLORUROS,HIERROS EGUINO"
"CLORUROS,FAGOR EDERLAN"
"CLORUROS,CESPA CONTEN"
"CLORUROS,GENERAL QUIMICA"
"CLORUROS,SNA EUROPE INDUSTRIES IBERIA"
"CLORUROS,OFITA INTERIORES S.A."
"CLORUROS,DEGUISA"
"CLORUROS,ONDULINE MATERIALES DE CONSTRUCCION"
"CLORUROS,UROLA ERDIKO LAPATX ZABORTEGIA"
"CLORUROS,ARCELORMITTAL GIPUZKOA"
"CLORUROS,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"CLORUROS,VASCONTAINER"
"CLORUROS,SNA EUROPE INDUSTRIES IBERIA"
"CLORUROS,COMPAÑIA DE BEBIDAS PEPSICO"
"CLORUROS,NERVACERO"
"CLORUROS,ELECTROCROMO"
"CLORUROS,NUBIOLA PIGMENTOS"
"CLORUROS,GEA IBERICA"
"CLORUROS,ALGODONERA DE SAN ANTONIO INDUSTRIAL"
"CLORUROS,BAHIA DE BIZKAIA ELECTRICIDAD"
"CLORUROS,FAGOR ELECTRODOMESTICOS"
"CLORUROS,IBERDROLA GENERACION, S.A.U."
"CLORUROS,GARBIKER A.B. (S.A.)"
"CLORUROS,TALLERES DE ESCORIAZA"
"CLORUROS,CESPA GR"
"CLORUROS,DEBAGOIENEKO MANKOMUNITATEA"
"CLORUROS,PAPEL ARALAR"
"CLORUROS,RECUBRIMIENTOS GASTEIZ"
"CLORUROS,HIJOS DE JUAN DE GARAY,S.A."
"CLORUROS,PAPELERA DEL ORIA"
"CLORUROS,CESPA CONTEN"
"CLORUROS,VIDRIERIA Y CRISTALERIA DE LAMIACO"
"CLORUROS,OBE HETTICH"
"CLORUROS,FAGOR EDERLAN"
"CLORUROS,CONDESA FABRIL, S.A."
"CLORUROS,ARCELORMITTAL SESTAO"
"CLORUROS,SALICA INDUSTRIA ALIMENTARIA"
"CLORUROS,TREFILADOS DE URBINA"
"CLORUROS,BEFESA ZINC SONDIKA"
"CLORUROS,DIC COATINGS"
"CLORUROS,FUNDICIONES PALACIO"
"CLORUROS,ZABALGARBI"
"CLORUROS,GALVANOTECNIA Y DERIVADOS"
"CLORUROS,INQUITEX"
"CLORUROS,HIDROELECTRICA IBERICA"
"CLORUROS,TS FUNDICIONES"
"CLORUROS,KROSAKI AMR REFRACTARIOS S.A.U."
"CLORUROS,INDUSTRIAS DIMO"
"CLORUROS,BEFESA ALUMINIO BILBAO"
"CLORUROS,SEBERIA BILBAINA"
"CLORUROS,SIDENOR INDUSTRIAL"
"CLORUROS,FAGOR ELECTRODOMESTICOS"
"CLORUROS,TUBACEX TUBOS INOXIDABLES"
"CLORUROS,AIALA VIDRIO"
"CLORUROS,EVONIK SILQUIMICA"
"CLORUROS,ARCELORMITTAL GIPUZKOA"
"CLORUROS,PETROLEOS DEL NORTE"
"CLORUROS,TRADEBE"
"CLORUROS,BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"CLORUROS,LAMINADOS LOSAL"
"CLORUROS,GALVANIZADOS ARRATE"
"CLORUROS,MANCOMUNIDAD DE SASIETA"
"CLORUROS,S. IZAGUIRRE"
"CLORUROS,GARBIKER A.B. (S.A.)"
"CLORUROS,TALLER AUXILIAR DE GALVANOTECNIA ALAVESA"
"CLORUROS,RECUBRIMIENTOS GASTEIZ"
"CLORUROS,AMURRIO FERROCARRIL Y EQUIPOS"
"CLORUROS,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"CLORUROS,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"CLORUROS,SIDENOR INDUSTRIAL"
"CLORUROS,OLAZABAL Y HUARTE"
"CLORUROS,ALCOA TRANSFORMACION DE PRODUCTOS"
"CLORUROS,QUINTON HAZELL ESPAÑA"
"CLORUROS,PRODUCTOS DE FUNDICION"
"CLORUROS,EKONOR"
"CLORUROS,FMC-FORET"
"CLORUROS,ELECTROQUIMICA DE HERNANI"
"CLORUROS,TUBACEX TUBOS INOXIDABLES"
"CLORUROS,MICHELIN ESPAÑA PORTUGAL"
"CLORUROS,PIROTECNIA LECEA"
"CLORUROS,JEZ SISTEMAS FERROVIARIOS"
"CLORUROS,BEFESA ZINC AMOREBIETA"
"CLORUROS,CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES"
"CLORUROS,CORRUGADOS AZPEITIA"
"CLORUROS,PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A."
"CLORUROS,ACEROS INOXIDABLES OLARRA"
"CLORUROS,ARKEMA QUIMICA"
"CLORUROS,INDUSTRIAS GALYCAS"
"CLORUROS,INDUSTRIA AUXILIAR ALAVESA"
"CLORUROS,EUSKAL KATAFORESIS"
"CLORUROS,CROMADOS AZKOITIA"
"CLORUROS,AVICOLA GORROTXATEGI"
"CLORUROS,BEFESA DESULFURACION"
"CLORUROS,PRODUCTOS TUBULARES"
"CLORUROS,BRIDGESTONE HISPANIA"
"CLORUROS,UROLA KOSTAKO UDAL ELKARTEA"
"CLORUROS,GARBIKER A.B. (S.A.)"
"CLORUROS,AYUNTAMIENTO DE VITORIA-GASTEIZ"
"CLORUROS,ACERIA DE ALAVA,"
"CLORUROS,MERCEDES-BENZ ESPAÑA"
"CLORUROS,DEKITRA"
"CLORUROS,TALLERES DE ESCORIAZA"
"CLORUROS,TS FUNDICIONES"
"CLORUROS,TALLERES FABIO MURGA"
"CLORUROS,LEAZ VALORIZACIONES"
"CLORUROS,IBERDROLA GENERACION, S.A.U."
"CLORUROS,CELSA ATLANTIC"
"CLORUROS,CELAYA EMPARANZA Y GALDOS INTERNACIONAL S.A."
"CLORUROS,LITOGRAFIA ALAVESA, S.L."
"CLORUROS,BILBOZINC"
"CLORUROS,ZF SACHS ESPAÑA"
"CLORUROS,PRODUCTOS TUBULARES"
"CLORUROS,AMPO"
"CLORUROS,MANCOMUNIDAD COMARCAL DE DEBABARRENA"
"CLORUROS,INDUSTRIAS ARAMENDI"
"CLORUROS,COMPAÑIA NORTEÑA DE BEBIDAS GASEOSAS (NORBEGA)"
"CLORUROS,S.A. DE DESC. Y ELIMIN. DE RESID."
"CLORUROS,GARBIKER A.B. (S.A.)"
"CLORUROS,GARBIKER A.B. (S.A.)"
"CLORUROS,MOMENTIVE SPECIALTY CHEMICALS ASUA, S.L."
"OCTILFENOLES,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"OCTILFENOLES,GENERAL QUIMICA"
"OCTILFENOLES,BEFESA DESULFURACION"
"OCTILFENOLES,CELULOSAS MOLDEADAS"
"OCTILFENOLES,CONSORCIO DE AGUAS BILBAO BIZKAIA"
"OCTILFENOLES,GARBIKER A.B. (S.A.)"
"OCTILFENOLES,GARBIKER A.B. (S.A.)"
"OCTILFENOLES,SARRIOPAPEL Y CELULOSA"
"OCTILFENOLES,SARRIOPAPEL Y CELULOSA"
"OCTILFENOLES,IRIZAR"
"OCTILFENOLES,EVONIK SILQUIMICA"
"OCTILFENOLES,BILBOKO UDALA - AYUNTAMIENTO DE BILBAO"
"OCTILFENOLES,ELECTROQUIMICA DE HERNANI"
"OCTILFENOLES,PAPELERA GUIPUZCOANA DE ZICUÑAGA, S.A."
"OCTILFENOLES,GARBIKER A.B. (S.A.)"
"OCTILFENOLES,PAPELERA DE AMAROZ"
"OCTILFENOLES,BILBAINA DE ALQUITRANES"
"OCTILFENOLES,CONSORCIO DE AGUAS BILBAO BIZKAIA"
"OCTILFENOLES,GARBIKER A.B. (S.A.)"
"OCTILFENOLES,GARBIKER A.B. (S.A.)"
"OCTILFENOLES,MANCOMUNIDAD MUNICIPAL DE SAN MARCOS"
"OCTILFENOLES,SMURFIT KAPPA NERVION, S.A."
"CROMO Y SUS COMPUESTOS,TALLERES DE ESCORIAZA"
"CROMO Y SUS COMPUESTOS,TS FUNDICIONES"
"CROMO Y SUS COMPUESTOS,BEFESA ALUMINIO BILBAO"
"CROMO Y SUS COMPUESTOS,ACEROS INOXIDABLES OLARRA"
"CROMO Y SUS COMPUESTOS,LEAZ VALORIZACIONES"
"CROMO Y SUS COMPUESTOS,FAGOR ELECTRODOMESTICOS"
"CROMO Y SUS COMPUESTOS,CESPA CONTEN"
"CROMO Y SUS COMPUESTOS,MAIER"
"CROMO Y SUS COMPUESTOS,FURESA"
"CROMO Y SUS COMPUESTOS,TENNECO AUTOMOTIVE IBERICA"
"CROMO Y SUS COMPUESTOS,GARBIKER A.B. (S.A.)"
"CROMO Y SUS COMPUESTOS,PRODUCTOS TUBULARES"
"CROMO Y SUS COMPUESTOS,CAMELOT97"
"CROMO Y SUS COMPUESTOS,INYECTADOS GABI"
"CROMO Y SUS COMPUESTOS,CROMADOS ARRIZABALAGA"
"CROMO Y SUS COMPUESTOS,USIMEK BERGARA, SL"
"CROMO Y SUS COMPUESTOS,INDUSTRIA DE TURBO PROPULSORES"
"CROMO Y SUS COMPUESTOS,SOCIEDAD FINANCIERA Y MINERA"
"CROMO Y SUS COMPUESTOS,SIDENOR INDUSTRIAL"
"CROMO Y SUS COMPUESTOS,SEBERIA BILBAINA"
"CROMO Y SUS COMPUESTOS,FAGOR EDERLAN"
"CROMO Y SUS COMPUESTOS,SARRIOPAPEL Y CELULOSA"
"CROMO Y SUS COMPUESTOS,OLAZABAL Y HUARTE"
"CROMO Y SUS COMPUESTOS,GENERAL QUIMICA"
"CROMO Y SUS COMPUESTOS,PEMCO ESMALTES"
"CROMO Y SUS COMPUESTOS,BEFESA ZINC SONDIKA"
"CROMO Y SUS COMPUESTOS,EKONOR"
"CROMO Y SUS COMPUESTOS,ELECTROQUIMICA DE HERNANI"
"CROMO Y SUS COMPUESTOS,DEBAGOIENEKO MANKOMUNITATEA"
"CROMO Y SUS COMPUESTOS,SMURFIT KAPPA NERVION, S.A."
"CROMO Y SUS COMPUESTOS,GARBIKER A.B. (S.A.)"
"CROMO Y SUS COMPUESTOS,SIDENOR INDUSTRIAL"
"CROMO Y SUS COMPUESTOS,INDUSTRIAS DIMO"
"CROMO Y SUS COMPUESTOS,RECUBRIMIENTOS GASTEIZ"
"CROMO Y SUS COMPUESTOS,MUNKSJÖ PAPER"
"CROMO Y SUS COMPUESTOS,ELECTROCROMO"
"CROMO Y SUS COMPUESTOS,TALLERES FABIO MURGA"
"CROMO Y SUS COMPUESTOS,ILARDUYA PRODUCTOS DE FUNDICION, S.L.U."
"CROMO Y SUS COMPUESTOS,EKONOR"
"CROMO Y SUS COMPUESTOS,SIDENOR INDUSTRIAL"
"CROMO Y SUS COMPUESTOS,IBERDROLA GENERACION, S.A.U."
"CROMO Y SUS COMPUESTOS,FAGOR EDERLAN"
"CROMO Y SUS COMPUESTOS,EVONIK SILQUIMICA"
"CROMO Y SUS COMPUESTOS,BILBOZINC"
"CROMO Y SUS COMPUESTOS,AL-KO RECORD"
"CROMO Y SUS COMPUESTOS,BEFESA ZINC ASER"
"CROMO Y SUS COMPUESTOS,FUNDICIONES PALACIO"
"CROMO Y SUS COMPUESTOS,BIZKAIA ENERGIA"
"CROMO Y SUS COMPUESTOS,LAMINADOS LOSAL"
"CROMO Y SUS COMPUESTOS,MAXAM U.E.B."
"CROMO Y SUS COMPUESTOS,ZABALGARBI"
"CROMO Y SUS COMPUESTOS,ORONA"
"CROMO Y SUS COMPUESTOS,MIRVAT"
"CROMO Y SUS COMPUESTOS,AMPO"
"CROMO Y SUS COMPUESTOS,TALLER AUXILIAR DE GALVANOTECNIA ALAVESA"
"CROMO Y SUS COMPUESTOS,SIDENOR INDUSTRIAL"
"CROMO Y SUS COMPUESTOS,ACERIA DE ALAVA,"
"CROMO Y SUS COMPUESTOS,JEZ SISTEMAS FERROVIARIOS"
"CROMO Y SUS COMPUESTOS,GEA IBERICA"
"CROMO Y SUS COMPUESTOS,PAPELERA DE AMAROZ"
"CROMO Y SUS COMPUESTOS,DOW CHEMICAL IBERICA"
"CROMO Y SUS COMPUESTOS,BILBAINA DE ALQUITRANES"
"CROMO Y SUS COMPUESTOS,FAGOR EDERLAN"
"CROMO Y SUS COMPUESTOS,FAGOR ELECTRODOMESTICOS"
"CROMO Y SUS COMPUESTOS,SK2024 AERONAUTICA"
